Data/Hora;Código Postal;Energia ativa (kWh);Data;Hora;Código Postal 4 Dígitos;Código Postal 3 Dígitos
2024-02-25T01:00:00+00:00;3810-135;14.80573246272423;2024-02-25;01:00;3810;135
2024-02-17T08:00:00+00:00;3810-014;13.35735679153262;2024-02-17;08:00;3810;014
2024-02-14T10:00:00+00:00;3810-003;21.158;2024-02-14;10:00;3810;003
2024-02-26T22:00:00+00:00;3810-394;29.824;2024-02-26;22:00;3810;394
2024-02-11T22:00:00+00:00;3810-188;59.989575946513895;2024-02-11;22:00;3810;188
2024-02-02T11:00:00+00:00;3810-176;58.39801360272345;2024-02-02;11:00;3810;176
2024-02-04T22:00:00+00:00;3810-439;19.532828225036145;2024-02-04;22:00;3810;439
2024-02-07T21:00:00+00:00;3810-474;43.78856699384972;2024-02-07;21:00;3810;474
2024-02-02T10:00:00+00:00;3810-319;65.50203744277324;2024-02-02;10:00;3810;319
2024-02-06T17:00:00+00:00;3810-097;20.258296348774998;2024-02-06;17:00;3810;097
2024-02-21T19:00:00+00:00;3810-016;82.30798132935725;2024-02-21;19:00;3810;016
2024-02-28T02:00:00+00:00;3810-482;14.148;2024-02-28;02:00;3810;482
2024-02-16T10:00:00+00:00;3810-211;23.401999999999997;2024-02-16;10:00;3810;211
2024-02-29T05:00:00+00:00;3810-367;20.308560767585394;2024-02-29;05:00;3810;367
2024-02-20T16:00:00+00:00;3810-292;14.73;2024-02-20;16:00;3810;292
2024-02-08T06:00:00+00:00;3810-856;11.945762079713345;2024-02-08;06:00;3810;856
2024-02-25T14:00:00+00:00;3810-454;104.81119384446761;2024-02-25;14:00;3810;454
2024-02-24T14:00:00+00:00;3810-366;45.933536106669195;2024-02-24;14:00;3810;366
2024-02-02T17:00:00+00:00;3810-477;29.49751664359914;2024-02-02;17:00;3810;477
2024-02-14T08:00:00+00:00;3810-135;27.891246161966453;2024-02-14;08:00;3810;135
2024-02-24T17:00:00+00:00;3810-278;6.104;2024-02-24;17:00;3810;278
2024-02-16T07:00:00+00:00;3810-293;35.08;2024-02-16;07:00;3810;293
2024-02-21T03:00:00+00:00;3810-155;6.688;2024-02-21;03:00;3810;155
2024-02-26T19:00:00+00:00;3810-217;11.532;2024-02-26;19:00;3810;217
2024-02-01T05:00:00+00:00;3810-148;11.742;2024-02-01;05:00;3810;148
2024-02-20T19:00:00+00:00;3810-292;35.397999999999996;2024-02-20;19:00;3810;292
2024-02-23T10:00:00+00:00;3810-800;20.173384756174883;2024-02-23;10:00;3810;800
2024-02-29T19:00:00+00:00;3810-214;40.328304944753285;2024-02-29;19:00;3810;214
2024-02-23T23:00:00+00:00;3810-105;23.335183347901406;2024-02-23;23:00;3810;105
2024-02-18T09:00:00+00:00;3810-197;49.9670497997362;2024-02-18;09:00;3810;197
2024-02-06T13:00:00+00:00;3810-827;257.2196499732843;2024-02-06;13:00;3810;827
2024-02-15T23:00:00+00:00;3810-595;19.930873358223998;2024-02-15;23:00;3810;595
2024-02-18T04:00:00+00:00;3810-001;44.446715224353824;2024-02-18;04:00;3810;001
2024-02-03T08:00:00+00:00;3810-188;30.35686196167058;2024-02-03;08:00;3810;188
2024-02-24T17:00:00+00:00;3810-167;74.41508676254713;2024-02-24;17:00;3810;167
2024-02-13T00:00:00+00:00;3810-728;22.30612637160587;2024-02-13;00:00;3810;728
2024-02-14T13:00:00+00:00;3810-017;8.684;2024-02-14;13:00;3810;017
2024-02-13T21:00:00+00:00;3810-370;39.037136623284496;2024-02-13;21:00;3810;370
2024-02-21T02:00:00+00:00;3810-070;31.965997555328002;2024-02-21;02:00;3810;070
2024-02-21T22:00:00+00:00;3810-195;228.72058340713107;2024-02-21;22:00;3810;195
2024-02-28T20:00:00+00:00;3810-037;70.03999999999999;2024-02-28;20:00;3810;037
2024-02-15T01:00:00+00:00;3810-288;31.442;2024-02-15;01:00;3810;288
2024-02-29T09:00:00+00:00;3810-864;25.348621899477536;2024-02-29;09:00;3810;864
2024-02-29T17:00:00+00:00;3810-412;29.886000000000003;2024-02-29;17:00;3810;412
2024-02-08T05:00:00+00:00;3810-160;33.56454769775843;2024-02-08;05:00;3810;160
2024-02-24T07:00:00+00:00;3810-083;27.513483369844515;2024-02-24;07:00;3810;083
2024-02-18T09:00:00+00:00;3810-439;9.34272439218853;2024-02-18;09:00;3810;439
2024-02-21T11:00:00+00:00;3810-834;15.732918563234952;2024-02-21;11:00;3810;834
2024-02-26T12:00:00+00:00;3810-107;32.062;2024-02-26;12:00;3810;107
2024-02-01T03:00:00+00:00;3810-426;11.896837708284135;2024-02-01;03:00;3810;426
2024-02-11T19:00:00+00:00;3810-412;45.269999999999996;2024-02-11;19:00;3810;412
2024-02-05T02:00:00+00:00;3810-056;67.07705555530416;2024-02-05;02:00;3810;056
2024-02-27T22:00:00+00:00;3810-190;177.3057257442422;2024-02-27;22:00;3810;190
2024-02-10T02:00:00+00:00;3810-581;21.314;2024-02-10;02:00;3810;581
2024-02-15T18:00:00+00:00;3810-372;29.734;2024-02-15;18:00;3810;372
2024-02-19T23:00:00+00:00;3810-105;26.319894241245887;2024-02-19;23:00;3810;105
2024-02-22T20:00:00+00:00;3810-224;128.95293461641995;2024-02-22;20:00;3810;224
2024-02-28T09:00:00+00:00;3810-595;19.031177364728002;2024-02-28;09:00;3810;595
2024-02-14T21:00:00+00:00;3810-008;25.412000000000003;2024-02-14;21:00;3810;008
2024-02-02T21:00:00+00:00;3810-363;23.442;2024-02-02;21:00;3810;363
2024-02-07T11:00:00+00:00;3810-858;12.190742614919934;2024-02-07;11:00;3810;858
2024-02-15T14:00:00+00:00;3810-238;24.285430222247953;2024-02-15;14:00;3810;238
2024-02-24T10:00:00+00:00;3810-568;81.44687777377885;2024-02-24;10:00;3810;568
2024-02-26T04:00:00+00:00;3810-158;27.74171087730849;2024-02-26;04:00;3810;158
2024-02-20T16:00:00+00:00;3810-799;46.66924247385701;2024-02-20;16:00;3810;799
2024-02-04T11:00:00+00:00;3810-131;29.06984006240282;2024-02-04;11:00;3810;131
2024-02-09T09:00:00+00:00;3810-053;40.82612913101899;2024-02-09;09:00;3810;053
2024-02-25T07:00:00+00:00;3810-192;45.51478717015144;2024-02-25;07:00;3810;192
2024-02-17T09:00:00+00:00;3810-011;757.685611073761;2024-02-17;09:00;3810;011
2024-02-05T14:00:00+00:00;3810-864;27.36151284456188;2024-02-05;14:00;3810;864
2024-02-06T02:00:00+00:00;3810-092;10.640429748252384;2024-02-06;02:00;3810;092
2024-02-03T11:00:00+00:00;3810-079;60.65038617753676;2024-02-03;11:00;3810;079
2024-02-06T15:00:00+00:00;3810-343;17.621232831495;2024-02-06;15:00;3810;343
2024-02-12T23:00:00+00:00;3810-202;20.408;2024-02-12;23:00;3810;202
2024-02-27T20:00:00+00:00;3810-047;72.832;2024-02-27;20:00;3810;047
2024-02-02T05:00:00+00:00;3810-412;14.736;2024-02-02;05:00;3810;412
2024-02-03T06:00:00+00:00;3810-028;46.96483112786689;2024-02-03;06:00;3810;028
2024-02-09T00:00:00+00:00;3810-427;36.09;2024-02-09;00:00;3810;427
2024-02-23T10:00:00+00:00;3810-308;79.93160520987627;2024-02-23;10:00;3810;308
2024-02-29T10:00:00+00:00;3810-208;127.2083325377769;2024-02-29;10:00;3810;208
2024-02-05T22:00:00+00:00;3810-211;34.554;2024-02-05;22:00;3810;211
2024-02-12T22:00:00+00:00;3810-397;49.529139488899844;2024-02-12;22:00;3810;397
2024-02-13T12:00:00+00:00;3810-111;56.84546485657261;2024-02-13;12:00;3810;111
2024-02-21T12:00:00+00:00;3810-183;48.07915460372337;2024-02-21;12:00;3810;183
2024-02-24T14:00:00+00:00;3810-012;32.8378395848544;2024-02-24;14:00;3810;012
2024-02-20T16:00:00+00:00;3810-148;14.646;2024-02-20;16:00;3810;148
2024-02-03T12:00:00+00:00;3810-122;22.856;2024-02-03;12:00;3810;122
2024-02-10T18:00:00+00:00;3810-054;40.982;2024-02-10;18:00;3810;054
2024-02-04T02:00:00+00:00;3810-839;96.60399558291677;2024-02-04;02:00;3810;839
2024-02-22T06:00:00+00:00;3810-129;25.797646469085066;2024-02-22;06:00;3810;129
2024-02-18T15:00:00+00:00;3810-120;56.827135419454734;2024-02-18;15:00;3810;120
2024-02-14T03:00:00+00:00;3810-175;44.795203522850294;2024-02-14;03:00;3810;175
2024-02-24T16:00:00+00:00;3810-434;257.336;2024-02-24;16:00;3810;434
2024-02-02T12:00:00+00:00;3810-186;15.2096525430391;2024-02-02;12:00;3810;186
2024-02-08T04:00:00+00:00;3810-332;29.39;2024-02-08;04:00;3810;332
2024-02-18T16:00:00+00:00;3810-343;24.574183250173;2024-02-18;16:00;3810;343
2024-02-14T01:00:00+00:00;3810-155;12.332;2024-02-14;01:00;3810;155
2024-02-18T01:00:00+00:00;3810-233;44.50239233776415;2024-02-18;01:00;3810;233
2024-02-23T18:00:00+00:00;3810-471;48.233225937064944;2024-02-23;18:00;3810;471
2024-02-27T18:00:00+00:00;3810-595;36.183674579254;2024-02-27;18:00;3810;595
2024-02-02T11:00:00+00:00;3810-205;41.09256027555353;2024-02-02;11:00;3810;205
2024-02-03T10:00:00+00:00;3810-198;36.833999999999996;2024-02-03;10:00;3810;198
2024-02-16T06:00:00+00:00;3810-877;16.629023052272284;2024-02-16;06:00;3810;877
2024-02-16T12:00:00+00:00;3810-106;872.7255686301615;2024-02-16;12:00;3810;106
2024-02-17T18:00:00+00:00;3810-334;15.729795922253299;2024-02-17;18:00;3810;334
2024-02-02T01:00:00+00:00;3810-074;91.91110043675003;2024-02-02;01:00;3810;074
2024-02-02T14:00:00+00:00;3810-856;20.52676636889903;2024-02-02;14:00;3810;856
2024-02-18T00:00:00+00:00;3810-055;11.768;2024-02-18;00:00;3810;055
2024-02-25T00:00:00+00:00;3810-055;10.854;2024-02-25;00:00;3810;055
2024-02-02T00:00:00+00:00;3810-131;27.892884785213738;2024-02-02;00:00;3810;131
2024-02-04T08:00:00+00:00;3810-182;25.442970052284053;2024-02-04;08:00;3810;182
2024-02-04T20:00:00+00:00;3810-906;38.389625256727015;2024-02-04;20:00;3810;906
2024-02-08T13:00:00+00:00;3810-551;119.33973778917579;2024-02-08;13:00;3810;551
2024-02-09T17:00:00+00:00;3810-122;25.286;2024-02-09;17:00;3810;122
2024-02-12T00:00:00+00:00;3810-124;91.96816076801457;2024-02-12;00:00;3810;124
2024-02-19T10:00:00+00:00;3810-277;60.318087744775994;2024-02-19;10:00;3810;277
2024-02-13T05:00:00+00:00;3810-840;14.293531235372711;2024-02-13;05:00;3810;840
2024-02-13T13:00:00+00:00;3810-297;58.572943725820274;2024-02-13;13:00;3810;297
2024-02-14T16:00:00+00:00;3810-256;20.918;2024-02-14;16:00;3810;256
2024-02-05T16:00:00+00:00;3810-100;55.363868108584214;2024-02-05;16:00;3810;100
2024-02-11T19:00:00+00:00;3810-925;75.0111305336048;2024-02-11;19:00;3810;925
2024-02-20T22:00:00+00:00;3810-277;37.644899719799625;2024-02-20;22:00;3810;277
2024-02-04T18:00:00+00:00;3810-048;39.0968534107224;2024-02-04;18:00;3810;048
2024-02-05T00:00:00+00:00;3810-433;38.336;2024-02-05;00:00;3810;433
2024-02-07T11:00:00+00:00;3810-446;48.70399999999999;2024-02-07;11:00;3810;446
2024-02-19T10:00:00+00:00;3810-391;49.53212032216483;2024-02-19;10:00;3810;391
2024-02-18T02:00:00+00:00;3810-149;11.32096626879901;2024-02-18;02:00;3810;149
2024-02-18T11:00:00+00:00;3810-375;13.638882716444979;2024-02-18;11:00;3810;375
2024-02-26T06:00:00+00:00;3810-309;6.340856551067698;2024-02-26;06:00;3810;309
2024-02-12T08:00:00+00:00;3810-079;60.36802099581197;2024-02-12;08:00;3810;079
2024-02-17T04:00:00+00:00;3810-386;370.4280514590455;2024-02-17;04:00;3810;386
2024-02-23T18:00:00+00:00;3810-175;119.011681195911;2024-02-23;18:00;3810;175
2024-02-16T12:00:00+00:00;3810-142;37.928;2024-02-16;12:00;3810;142
2024-02-13T04:00:00+00:00;3810-119;11.319344884975221;2024-02-13;04:00;3810;119
2024-02-13T07:00:00+00:00;3810-425;9.519032180544327;2024-02-13;07:00;3810;425
2024-02-13T09:00:00+00:00;3810-197;50.361169709057364;2024-02-13;09:00;3810;197
2024-02-20T11:00:00+00:00;3810-064;349.58817177861056;2024-02-20;11:00;3810;064
2024-02-24T15:00:00+00:00;3810-778;66.5070981451539;2024-02-24;15:00;3810;778
2024-02-25T10:00:00+00:00;3810-149;20.48790832258662;2024-02-25;10:00;3810;149
2024-02-26T03:00:00+00:00;3810-145;35.46681186699591;2024-02-26;03:00;3810;145
2024-02-29T12:00:00+00:00;3810-399;65.416;2024-02-29;12:00;3810;399
2024-02-06T11:00:00+00:00;3810-293;39.18;2024-02-06;11:00;3810;293
2024-02-06T23:00:00+00:00;3810-473;33.972;2024-02-06;23:00;3810;473
2024-02-07T22:00:00+00:00;3810-478;16.643702063976576;2024-02-07;22:00;3810;478
2024-02-08T20:00:00+00:00;3810-779;34.81331396064488;2024-02-08;20:00;3810;779
2024-02-09T01:00:00+00:00;3810-477;22.671325112849935;2024-02-09;01:00;3810;477
2024-02-09T20:00:00+00:00;3810-377;40.88;2024-02-09;20:00;3810;377
2024-02-10T18:00:00+00:00;3810-042;154.17991596826744;2024-02-10;18:00;3810;042
2024-02-15T10:00:00+00:00;3810-465;33.94420663593;2024-02-15;10:00;3810;465
2024-02-16T22:00:00+00:00;3810-014;22.111360076526672;2024-02-16;22:00;3810;014
2024-02-20T12:00:00+00:00;3810-018;23.06717624042144;2024-02-20;12:00;3810;018
2024-02-22T21:00:00+00:00;3810-449;97.87610077001044;2024-02-22;21:00;3810;449
2024-02-29T10:00:00+00:00;3810-100;64.34133371978889;2024-02-29;10:00;3810;100
2024-02-03T16:00:00+00:00;3810-263;100.5601642940715;2024-02-03;16:00;3810;263
2024-02-08T07:00:00+00:00;3810-341;21.548000000000002;2024-02-08;07:00;3810;341
2024-02-12T15:00:00+00:00;3810-020;34.433009093621884;2024-02-12;15:00;3810;020
2024-02-13T20:00:00+00:00;3810-920;25.96;2024-02-13;20:00;3810;920
2024-02-13T21:00:00+00:00;3810-739;35.218332578931005;2024-02-13;21:00;3810;739
2024-02-16T11:00:00+00:00;3810-062;44.35407035926125;2024-02-16;11:00;3810;062
2024-02-17T06:00:00+00:00;3810-413;34.088;2024-02-17;06:00;3810;413
2024-02-29T06:00:00+00:00;3810-111;26.989332903622525;2024-02-29;06:00;3810;111
2024-02-16T17:00:00+00:00;3810-111;45.04700277113954;2024-02-16;17:00;3810;111
2024-02-27T17:00:00+00:00;3810-417;124.46178340575432;2024-02-27;17:00;3810;417
2024-02-11T00:00:00+00:00;3810-050;26.002000000000002;2024-02-11;00:00;3810;050
2024-02-19T23:00:00+00:00;3810-397;29.27962717652505;2024-02-19;23:00;3810;397
2024-02-22T13:00:00+00:00;3810-117;30.413750171153616;2024-02-22;13:00;3810;117
2024-02-26T03:00:00+00:00;3810-311;7.716;2024-02-26;03:00;3810;311
2024-02-05T14:00:00+00:00;3810-380;10.046;2024-02-05;14:00;3810;380
2024-02-07T19:00:00+00:00;3810-153;28.198;2024-02-07;19:00;3810;153
2024-02-15T22:00:00+00:00;3810-792;20.65737494718715;2024-02-15;22:00;3810;792
2024-02-12T20:00:00+00:00;3810-426;43.646042167421726;2024-02-12;20:00;3810;426
2024-02-19T06:00:00+00:00;3810-067;6.832;2024-02-19;06:00;3810;067
2024-02-19T11:00:00+00:00;3810-044;42.01361532962974;2024-02-19;11:00;3810;044
2024-02-23T02:00:00+00:00;3810-859;4.280030206807084;2024-02-23;02:00;3810;859
2024-02-24T21:00:00+00:00;3810-771;227.12367924040785;2024-02-24;21:00;3810;771
2024-02-28T05:00:00+00:00;3810-019;9.371539267059886;2024-02-28;05:00;3810;019
2024-02-02T16:00:00+00:00;3810-045;16.316573296539794;2024-02-02;16:00;3810;045
2024-02-24T17:00:00+00:00;3810-238;44.981381691430045;2024-02-24;17:00;3810;238
2024-02-08T19:00:00+00:00;3810-374;86.52731140289848;2024-02-08;19:00;3810;374
2024-02-10T15:00:00+00:00;3810-138;88.43219693728729;2024-02-10;15:00;3810;138
2024-02-13T00:00:00+00:00;3810-256;32.452;2024-02-13;00:00;3810;256
2024-02-17T17:00:00+00:00;3810-205;40.456871247490724;2024-02-17;17:00;3810;205
2024-02-20T08:00:00+00:00;3810-324;15.782245557325;2024-02-20;08:00;3810;324
2024-02-01T15:00:00+00:00;3810-474;11.287234878241687;2024-02-01;15:00;3810;474
2024-02-03T19:00:00+00:00;3810-728;36.76381833625348;2024-02-03;19:00;3810;728
2024-02-05T07:00:00+00:00;3810-703;15.145912930724998;2024-02-05;07:00;3810;703
2024-02-07T22:00:00+00:00;3810-288;48.862;2024-02-07;22:00;3810;288
2024-02-21T09:00:00+00:00;3810-868;69.32789755086776;2024-02-21;09:00;3810;868
2024-02-03T08:00:00+00:00;3810-196;90.15105038273244;2024-02-03;08:00;3810;196
2024-02-03T19:00:00+00:00;3810-174;115.38379093467215;2024-02-03;19:00;3810;174
2024-02-05T06:00:00+00:00;3810-019;7.709631452576627;2024-02-05;06:00;3810;019
2024-02-15T02:00:00+00:00;3810-855;25.403785459082766;2024-02-15;02:00;3810;855
2024-02-22T20:00:00+00:00;3810-011;676.6536007706987;2024-02-22;20:00;3810;011
2024-02-25T02:00:00+00:00;3810-886;57.16408202386541;2024-02-25;02:00;3810;886
2024-02-03T08:00:00+00:00;3810-793;22.736023034433355;2024-02-03;08:00;3810;793
2024-02-04T10:00:00+00:00;3810-368;51.672000000000004;2024-02-04;10:00;3810;368
2024-02-06T04:00:00+00:00;3810-101;69.44759491547114;2024-02-06;04:00;3810;101
2024-02-10T23:00:00+00:00;3810-925;44.95916301919248;2024-02-10;23:00;3810;925
2024-02-12T22:00:00+00:00;3810-287;23.846053207977413;2024-02-12;22:00;3810;287
2024-02-13T15:00:00+00:00;3810-845;10.044270419484775;2024-02-13;15:00;3810;845
2024-02-28T21:00:00+00:00;3810-317;52.507999999999996;2024-02-28;21:00;3810;317
2024-02-21T20:00:00+00:00;3810-018;52.435793154211964;2024-02-21;20:00;3810;018
2024-02-23T16:00:00+00:00;3810-859;8.214205484460958;2024-02-23;16:00;3810;859
2024-02-04T22:00:00+00:00;3810-412;28.43;2024-02-04;22:00;3810;412
2024-02-13T08:00:00+00:00;3810-783;876.7997462508756;2024-02-13;08:00;3810;783
2024-02-07T23:00:00+00:00;3810-047;31.421999999999997;2024-02-07;23:00;3810;047
2024-02-14T19:00:00+00:00;3810-099;66.80701878966823;2024-02-14;19:00;3810;099
2024-02-15T19:00:00+00:00;3810-049;80.5259060846274;2024-02-15;19:00;3810;049
2024-02-26T18:00:00+00:00;3810-317;53.092;2024-02-26;18:00;3810;317
2024-02-10T03:00:00+00:00;3810-096;423.54894848969667;2024-02-10;03:00;3810;096
2024-02-24T02:00:00+00:00;3810-783;740.7656179882998;2024-02-24;02:00;3810;783
2024-02-27T00:00:00+00:00;3810-223;27.776;2024-02-27;00:00;3810;223
2024-02-29T09:00:00+00:00;3810-883;9.21994839173904;2024-02-29;09:00;3810;883
2024-02-05T07:00:00+00:00;3810-082;63.8717675643546;2024-02-05;07:00;3810;082
2024-02-19T22:00:00+00:00;3810-124;98.82893732405614;2024-02-19;22:00;3810;124
2024-02-26T05:00:00+00:00;3810-016;24.696647362011596;2024-02-26;05:00;3810;016
2024-02-13T09:00:00+00:00;3810-019;10.847863227743188;2024-02-13;09:00;3810;019
2024-02-17T23:00:00+00:00;3810-867;131.4752982627929;2024-02-17;23:00;3810;867
2024-02-29T11:00:00+00:00;3810-129;36.161767465931476;2024-02-29;11:00;3810;129
2024-02-08T08:00:00+00:00;3810-795;13.878556368691651;2024-02-08;08:00;3810;795
2024-02-11T23:00:00+00:00;3810-153;19.168;2024-02-11;23:00;3810;153
2024-02-28T22:00:00+00:00;3810-317;54.424;2024-02-28;22:00;3810;317
2024-02-14T04:00:00+00:00;3810-375;8.24400634210857;2024-02-14;04:00;3810;375
2024-02-25T10:00:00+00:00;3810-869;21.74630646675147;2024-02-25;10:00;3810;869
2024-02-23T12:00:00+00:00;3810-839;154.5258355932087;2024-02-23;12:00;3810;839
2024-02-16T22:00:00+00:00;3810-282;16.142673389916787;2024-02-16;22:00;3810;282
2024-02-26T11:00:00+00:00;3810-020;63.005392436609874;2024-02-26;11:00;3810;020
2024-02-17T12:00:00+00:00;3810-224;59.5149634276017;2024-02-17;12:00;3810;224
2024-02-18T10:00:00+00:00;3810-342;19.46;2024-02-18;10:00;3810;342
2024-02-14T07:00:00+00:00;3810-399;46.75;2024-02-14;07:00;3810;399
2024-02-21T14:00:00+00:00;3810-063;38.900444223876875;2024-02-21;14:00;3810;063
2024-02-14T01:00:00+00:00;3810-305;10.190000000000001;2024-02-14;01:00;3810;305
2024-02-12T00:00:00+00:00;3810-172;32.370000000000005;2024-02-12;00:00;3810;172
2024-02-21T09:00:00+00:00;3810-121;27.322;2024-02-21;09:00;3810;121
2024-02-01T19:00:00+00:00;3810-055;21.494;2024-02-01;19:00;3810;055
2024-02-14T06:00:00+00:00;3810-363;12.700000000000001;2024-02-14;06:00;3810;363
2024-02-07T10:00:00+00:00;3810-534;24.083999999999996;2024-02-07;10:00;3810;534
2024-02-11T21:00:00+00:00;3810-305;31.154;2024-02-11;21:00;3810;305
2024-02-12T13:00:00+00:00;3810-070;54.946904834372;2024-02-12;13:00;3810;070
2024-02-27T06:00:00+00:00;3810-372;14.244;2024-02-27;06:00;3810;372
2024-02-27T18:00:00+00:00;3810-383;105.80415171721168;2024-02-27;18:00;3810;383
2024-02-01T09:00:00+00:00;3810-297;39.30151899608644;2024-02-01;09:00;3810;297
2024-02-01T06:00:00+00:00;3810-127;14.15556173555471;2024-02-01;06:00;3810;127
2024-02-22T19:00:00+00:00;3810-498;2314.3888074907622;2024-02-22;19:00;3810;498
2024-02-28T07:00:00+00:00;3810-433;51.285999999999994;2024-02-28;07:00;3810;433
2024-02-26T07:00:00+00:00;3810-120;58.747408620395746;2024-02-26;07:00;3810;120
2024-02-10T10:00:00+00:00;3810-044;31.961328068681457;2024-02-10;10:00;3810;044
2024-02-01T07:00:00+00:00;3810-195;254.3025718579033;2024-02-01;07:00;3810;195
2024-02-12T10:00:00+00:00;3810-205;43.44034399826009;2024-02-12;10:00;3810;205
2024-02-05T11:00:00+00:00;3810-341;19.753999999999998;2024-02-05;11:00;3810;341
2024-02-17T07:00:00+00:00;3810-477;26.80648202214004;2024-02-17;07:00;3810;477
2024-02-02T06:00:00+00:00;3810-155;4.044;2024-02-02;06:00;3810;155
2024-02-07T14:00:00+00:00;3810-321;24.366;2024-02-07;14:00;3810;321
2024-02-01T20:00:00+00:00;3810-390;66.67;2024-02-01;20:00;3810;390
2024-02-23T12:00:00+00:00;3810-173;40.90466428886424;2024-02-23;12:00;3810;173
2024-02-25T20:00:00+00:00;3810-568;125.32364233223797;2024-02-25;20:00;3810;568
2024-02-01T03:00:00+00:00;3810-394;12.716000000000001;2024-02-01;03:00;3810;394
2024-02-03T03:00:00+00:00;3810-617;29.480073408752205;2024-02-03;03:00;3810;617
2024-02-08T12:00:00+00:00;3810-870;56.128997923804995;2024-02-08;12:00;3810;870
2024-02-08T13:00:00+00:00;3810-827;694.0900836076089;2024-02-08;13:00;3810;827
2024-02-11T16:00:00+00:00;3810-019;15.58599652248552;2024-02-11;16:00;3810;019
2024-02-19T22:00:00+00:00;3810-373;10.31013067574886;2024-02-19;22:00;3810;373
2024-02-04T08:00:00+00:00;3810-233;39.84443359307137;2024-02-04;08:00;3810;233
2024-02-02T13:00:00+00:00;3810-476;67.78357992732771;2024-02-02;13:00;3810;476
2024-02-10T11:00:00+00:00;3810-260;37.328;2024-02-10;11:00;3810;260
