ptd_id;total_paineis_reais;potencia_real_kwp;producao_real_mwh_ano;consumo_anual_kwh;n_cp7_com_consumo;producao_anual_kwh;autoconsumo_kwh;excedente_kwh;racio_autossuficiencia;poupanca_ano1_eur;custo_instalacao_eur;val_eur;tir_pct;payback_anos
87;829;373.05;555.158088;356648.65324453486;1.0;555158.088;356648.65324453486;198509.43475546513;1.5565966195289622;99087.63504890697;994800;106082.6338552883;8.188522522902375;11.0
90;1260;567.0;843.7867200000002;228815.4589598085;1.0;843786.7200000002;228815.4589598085;614971.2610401917;3.6876298648519708;87952.4277919617;1512000;-534831.6548902238;2.599944407789001;19.0
91;26;11.700000000000001;17.411472000000007;0.0;;17411.472000000005;0.0;17411.472000000005;;870.5736000000003;31200;-21527.76029764117;-3.084936894976126;
93;1615;726.75;1081.52028;625403.7936269837;1.0;1081520.28;625403.7936269837;456116.4863730164;1.7293151896757806;179156.77272539673;1938000;52466.113492368386;7.3060957384691765;12.0
95;48;21.6;32.144256000000006;0.0;;32144.256000000005;0.0;32144.256000000005;;1607.2128000000002;57600;-39743.5574725683;-3.084936894976126;
100;389;175.05;260.502408;0.0;;260502.408;0.0;260502.408;;13025.1204;466800;-322088.41368393897;-3.084936894976126;
101;858;386.1;574.5785760000001;539783.6637146785;1.0;574578.5760000001;539783.6637146785;34794.912285321625;1.0644608472325197;136685.6615429357;1029600;489003.92081584403;12.028007177528977;8.0
102;1987;894.15;1330.6382640000002;271904.5778225855;1.0;1330638.2640000002;271904.5778225855;1058733.6861774148;4.8937692577880245;120912.82876451712;2384400;-1041035.2771314491;1.4052936080579115;21.0
104;1622;729.9;1086.207984;1946005.2807354582;4.0;1086207.984;1086207.984;0.0;0.5581731944681501;271551.996;1946400;1070594.7686973119;12.775490981093062;8.0
105;44;19.8;29.465567999999998;0.0;;29465.568;0.0;29465.568;;1473.2784000000001;52800;-36431.594349854284;-3.084936894976126;
106;1114;501.3;746.014608;0.0;;746014.608;0.0;746014.608;;37300.7304;1336800;-922381.7296758567;-3.084936894976126;
107;3039;1367.55;2035.133208;673709.6079655745;2.0;2035133.2079999999;673709.6079655745;1361423.6000344255;3.0207869739984354;236498.5819931149;3646800;-1019255.3853857139;3.6029883350167657;17.0
109;1153;518.85;772.1318160000001;929472.7122048085;4.0;772131.8160000001;772131.8160000001;0.0;0.8307202630708985;193032.95400000003;1383600;761033.14938841;12.775490981093062;8.0
110;504;226.8;337.5146880000001;688756.3178926676;1.0;337514.6880000001;337514.6880000001;0.0;0.49003497932718304;84378.67200000002;604800;332663.2326901637;12.775490981093062;8.0
111;124;55.800000000000004;83.03932800000001;0.0;;83039.32800000001;0.0;83039.32800000001;;4151.9664;148800;-102670.85680413479;-3.084936894976126;
112;1154;519.3000000000001;772.8014880000002;954063.033160636;2.0;772801.4880000001;772801.4880000001;0.0;0.810010933386498;193200.37200000003;1384800;761693.1954850177;12.775490981093062;8.0
113;195;87.75;130.58604000000003;340713.17159645003;1.0;130586.04000000002;130586.04000000002;0.0;0.38327264950786727;32646.510000000006;234000;128708.9888384562;12.775490981093062;8.0
114;709;319.05;474.7974480000001;314644.1383004651;1.0;474797.4480000001;314644.1383004651;160153.30969953496;1.5089982307142131;86668.70006009303;850800;112105.88374499395;8.462363468654733;11.0
115;917;412.65000000000003;614.0892240000001;262098.9565584816;1.0;614089.224;262098.9565584816;351990.2674415185;2.342967068863472;83124.25251169632;1100400;-176873.60846626875;5.10758565071937;14.0
116;408;183.6;273.22617599999995;182720.1998673461;1.0;273226.176;182720.1998673461;90505.97613265389;1.4953255097047877;50205.34877346922;489600;68191.05600895913;8.543830762366056;11.0
117;680;306.0;455.37696000000005;1018252.0071612654;3.0;455376.9600000001;455376.9600000001;0.0;0.44721439957631226;113844.24000000002;816000;448831.345693078;12.775490981093062;8.0
118;648;291.6;433.94745600000005;321491.1204129138;1.0;433947.45600000006;321491.1204129138;112456.33558708627;1.3497960859467928;85995.59688258276;777600;177827.57831820552;9.499652112521362;10.0
119;726;326.7;486.181872;1656132.7374641723;1.0;486181.872;486181.872;0.0;0.2935645561505107;121545.468;871200;479193.4661370212;12.775490981093062;8.0
120;300;135.0;200.9016;0.0;;200901.6;0.0;200901.6;;10045.080000000002;360000;-248397.23420355184;-3.084936894976126;
121;1171;526.95;784.1859120000001;595396.742075554;1.0;784185.9120000001;595396.742075554;188789.16992444615;1.3170812948460666;158288.6440151108;1405200;353417.2002866825;9.739896089584555;10.0
122;1005;452.25;673.0203600000001;248690.0385662928;1.0;673020.3600000001;248690.0385662928;424330.3214337073;2.7062618345309977;83389.02571325857;1206000;-279531.92740418395;4.220585922575182;16.0
123;2262;1017.9;1514.7980640000003;1025059.2273506019;2.0;1514798.0640000002;1025059.2273506019;489738.8366493983;1.4777663803048646;280751.7486701204;2714400;404805.7856955536;8.650383313970355;10.0
124;231;103.95;154.69423200000003;171257.44830874147;1.0;154694.23200000002;154694.23200000002;0.0;0.9032846952216559;38673.558000000005;277200;152470.648316325;12.775490981093062;8.0
125;782;351.90000000000003;523.6835040000001;1240172.5605866485;2.0;523683.5040000001;523683.5040000001;0.0;0.42226664308092576;130920.87600000002;938400;516156.0475470396;12.775490981093062;8.0
126;32;14.4;21.429504;0.0;;21429.504;0.0;21429.504;;1071.4752;38400;-26495.704981712202;-3.084936894976126;
127;526;236.70000000000002;352.2474720000001;319068.9548848837;1.0;352247.47200000007;319068.9548848837;33178.51711511635;1.103985413206643;81426.16457697675;631200;273460.3088265468;11.608695174203765;8.0
129;1105;497.25;739.98756;169058.72561014365;1.0;739987.56;169058.72561014365;570928.8343898564;4.377103620823699;70811.12312202874;1326000;-539274.8380728457;1.8468229160635175;20.0
131;72;32.4;48.216384;0.0;;48216.384;0.0;48216.384;;2410.8192;86400;-59615.33620885246;-3.084936894976126;
132;688;309.6;460.73433600000004;330577.19094994524;2.0;460734.33600000007;330577.19094994524;130157.14505005482;1.3937269376511907;89152.15498998905;825600;164897.54442935088;9.192703624887121;10.0
134;1809;814.0500000000001;1211.436648;723911.4935817511;2.0;1211436.648;723911.4935817511;487525.1544182489;1.6734596131442592;205354.13111635024;2170800;110723.79078226574;7.5741328554919445;11.0
135;726;326.7;486.181872;1449648.950638673;3.0;486181.872;486181.872;0.0;0.3353790390327275;121545.468;871200;479193.4661370212;12.775490981093062;8.0
136;947;426.15000000000003;634.179384;388162.6208019631;1.0;634179.3840000001;388162.6208019631;246016.763198037;1.633798181519267;109341.49336039262;1136400;78404.9667432987;7.774074984051127;11.0
137;200;90.0;133.93439999999998;1256293.529802175;1.0;133934.4;133934.4;0.0;0.10661075363580856;33483.6;240000;132009.21932149344;12.775490981093062;8.0
138;822;369.90000000000003;550.4703840000001;378085.46582534886;2.0;550470.3840000001;378085.46582534886;172384.91817465122;1.455941668633943;103140.61236506977;986400;159511.98934016607;8.78594627420507;10.0
140;743;334.35;497.5662960000001;450318.1440046306;2.0;497566.2960000001;450318.1440046306;47248.151995369466;1.1049217150683666;114941.94360092613;891600;385427.0432771763;11.599088621873499;8.0
141;1623;730.35;1086.8776560000001;3662880.7439382896;3.0;1086877.6560000002;1086877.6560000002;0.0;0.2967275573464074;271719.41400000005;1947600;1071254.8147939201;12.775490981093062;8.0
142;1873;842.85;1254.2956560000002;989738.5851060328;2.0;1254295.6560000002;989738.5851060328;264557.0708939674;1.2672999465466175;260662.49982120655;2247600;648410.3771660151;10.126371993837003;9.0
144;1751;787.95;1172.595672;811909.7145251094;1.0;1172595.672;811909.7145251094;360685.95747489063;1.444243923951394;221011.72650502188;2101200;354282.6792229215;8.86007958314311;10.0
145;294;132.3;196.88356800000003;514899.2371812039;1.0;196883.56800000003;196883.56800000003;0.0;0.38237300384795975;49220.89200000001;352800;194053.55240259544;12.775490981093062;8.0
147;1026;461.7;687.083472;422851.31294909713;2.0;687083.4720000001;422851.31294909713;264232.15905090293;1.6248819643199528;118924.43618981943;1231200;90073.29992066242;7.8201887010806885;11.0
148;16;7.2;10.714752;159811.54862937072;1.0;10714.752;10714.752;0.0;0.06704616838955284;2678.688;19200;10560.737545719478;12.775490981093062;8.0
150;2706;1217.7;1812.132432;752867.1880104173;2.0;1812132.432;752867.1880104173;1059265.2439895826;2.4069749098627553;241180.05920208344;3247200;-567643.2755235806;4.934705489134005;14.0
151;277;124.65;185.49914400000003;0.0;;185499.14400000003;0.0;185499.14400000003;;9274.957200000003;332400;-229353.44624794633;-3.084936894976126;
152;2053;923.85;1374.836616;630064.5569536866;1.0;1374836.6160000002;630064.5569536866;744772.0590463135;2.1820567445457155;194754.74219073734;2463600;-299837.45351351367;5.5803392418942614;14.0
153;2043;919.35;1368.1398960000001;3410115.658353187;2.0;1368139.8960000002;1368139.8960000002;0.0;0.401200438069805;342034.97400000005;2451600;1348474.1753690562;12.775490981093062;8.0
154;809;364.05;541.7646480000001;2066876.3082759029;1.0;541764.648;541764.648;0.0;0.26211759544136254;135441.162;970800;533977.2921554411;12.775490981093062;8.0
155;2934;1320.3;1964.817648;694068.1925615254;3.0;1964817.648;694068.1925615254;1270749.4554384747;2.830871186804645;237054.52091230507;3520800;-887078.7973450498;3.96182716262391;16.0
156;1166;524.7;780.8375520000002;1493441.1349166417;2.0;780837.5520000001;780837.5520000001;0.0;0.5228445458907114;195209.38800000004;1399200;769613.7486443074;12.775490981093062;8.0
157;5826;2621.7000000000003;3901.5090720000007;231373.7712619084;1.0;3901509.0720000006;231373.7712619084;3670135.300738092;16.862365387058524;241350.2078523817;6991200;-4309752.8913783245;-1.5967573130216184;
158;1002;450.90000000000003;671.011344;1126306.246295602;1.0;671011.344;671011.344;0.0;0.5957627831745962;167752.836;1202400;661366.1888006824;12.775490981093062;8.0
159;401;180.45000000000002;268.538472;452255.1914774418;1.0;268538.472;268538.472;0.0;0.5937764276905919;67134.618;481200;264678.4847395944;12.775490981093062;8.0
160;1864;838.8000000000001;1248.2686080000003;303766.77319261286;2.0;1248268.6080000002;303766.77319261286;944501.8348073873;4.109299364379448;123166.78503852259;2236800;-868393.390539877;2.113288078930775;20.0
161;43;19.35;28.795896000000003;0.0;;28795.896000000004;0.0;28795.896000000004;;1439.7948000000004;51600;-35603.6035691758;-3.084936894976126;
162;989;445.05;662.305608;396190.814198762;1.0;662305.608;396190.814198762;266114.793801238;1.6716834016947522;112353.4432397524;1186800;61468.307699948964;7.582910842228097;11.0
163;3034;1365.3;2031.7848480000002;739878.8033017373;2.0;2031784.8480000002;739878.8033017373;1291906.044698263;2.746104955207641;249565.0030603475;3640800;-868084.9407337923;4.135659433217464;16.0
164;1348;606.6;902.7178560000001;624146.4307753489;1.0;902717.8560000001;624146.4307753489;278571.42522465123;1.4463238296157435;169965.1789550698;1617600;270745.7434359939;8.846821685557272;10.0
165;1510;679.5;1011.2047200000002;629678.0780912859;2.0;1011204.7200000002;629678.0780912859;381526.6419087143;1.6059074552273098;176495.85161825718;1812000;148902.7695346383;7.919802032577039;11.0
166;1912;860.4;1280.4128640000001;1268037.9089999932;3.0;1280412.864;1268037.9089999932;12374.955000006827;1.0097591364675889;317628.22499999864;2294400;1234510.5119139273;12.656800296347093;8.0
167;877;394.65000000000003;587.3023440000001;997641.1406719494;4.0;587302.344;587302.344;0.0;0.588690983217101;146825.586;1052400;578860.4267247489;12.775490981093062;8.0
168;9568;4305.6;6407.421696000001;5590466.050161047;3.0;6407421.696000001;5590466.050161047;816955.6458389545;1.1461337281201127;1438464.2948322094;11481600;4500014.2631728025;11.190194327536462;9.0
169;63;28.35;42.18933600000001;0.0;;42189.33600000001;0.0;42189.33600000001;;2109.4668000000006;75600;-52163.41918274591;-3.084936894976126;
171;866;389.7;579.9359519999999;1233034.7750775171;3.0;579935.9519999999;579935.9519999999;0.0;0.47033219477815713;144983.98799999998;1039200;571599.9196620665;12.775490981093062;8.0
172;1811;814.95;1212.7759920000003;0.0;;1212775.9920000003;0.0;1212775.9920000003;;60638.79960000002;2173200;-1499491.303808775;-3.084936894976126;
174;1373;617.85;919.4596560000001;0.0;;919459.6560000001;0.0;919459.6560000001;;45972.982800000005;1647600;-1136831.3418715892;-3.0849368949761367;
175;1441;648.45;964.9973520000002;591870.8286649248;2.0;964997.3520000002;591870.8286649248;373126.52333507536;1.6304188435451903;166624.03333298498;1729200;122024.97462645147;7.791500990042321;11.0
176;351;157.95000000000002;235.05487200000005;222916.14076760603;1.0;235054.87200000003;222916.14076760603;12138.731232393999;1.0544542498833624;56335.97175352121;421200;204703.45338449662;12.138635884281623;8.0
179;89;40.050000000000004;59.600808000000015;0.0;;59600.80800000001;0.0;59600.80800000001;;2980.040400000001;106800;-73691.17948038706;-3.084936894976126;
180;1130;508.5;756.7293600000002;1678984.263958721;3.0;756729.3600000001;756729.3600000001;0.0;0.45070664225034385;189182.34000000003;1356000;745852.0891664382;12.775490981093062;8.0
183;559;251.55;374.3466480000001;150126.6016390424;1.0;374346.64800000004;150126.6016390424;224220.04636095764;2.493539745208262;48742.65272780848;670800;-129259.77765441292;4.713071117845702;15.0
185;1277;574.65;855.171144;947694.1611463475;4.0;855171.144;855171.144;0.0;0.9023703838858413;213792.786;1532400;842878.8653677355;12.775490981093062;8.0
