ptd_id;total_paineis_reais;potencia_real_kwp;producao_real_mwh_ano;consumo_anual_kwh;n_cp7_com_consumo;producao_anual_kwh;autoconsumo_kwh;excedente_kwh;racio_autossuficiencia;poupanca_ano1_eur;custo_instalacao_eur;val_eur;tir_pct;payback_anos
65;1590;715.5;1064.7784800000002;535165.4583848496;1.0;1064778.4800000002;535165.4583848496;529613.0216151506;1.9896248222251556;160272.01567696992;1908000;-127347.16007025089;6.230939811966174;13.0
68;309;139.05;206.92864800000004;0.0;;206928.64800000004;0.0;206928.64800000004;;10346.432400000003;370800;-255849.1512296585;-3.084936894976126;
69;1406;632.7;941.558832;164973.4486779138;1.0;941558.832;164973.4486779138;776585.3833220862;5.70733557154554;80072.63133558276;1687200;-797577.7051401908;0.8541480897891307;23.0
70;1541;693.45;1031.9645520000001;0.0;;1031964.5520000001;0.0;1031964.5520000001;;51598.22760000001;1849200;-1275933.7930255786;-3.084936894976126;
72;163;73.35000000000001;109.15653600000002;0.0;;109156.53600000002;0.0;109156.53600000002;;5457.826800000002;195600;-134962.49725059653;-3.084936894976126;
76;376;169.20000000000002;251.79667200000003;1371543.9575463952;1.0;251796.67200000002;251796.67200000002;0.0;0.18358629383665415;62949.168000000005;451200;248177.33232440776;12.775490981093062;8.0
78;860;387.0;575.9179200000001;551277.722691409;3.0;575917.92;551277.722691409;24640.197308590985;1.0446965228130285;139051.4405382818;1032000;512888.17929300567;12.248347653036761;8.0
79;410;184.5;274.56552;0.0;;274565.52;0.0;274565.52;;13728.276000000002;492000;-339476.22007818776;-3.084936894976126;
82;1337;601.65;895.3514640000002;230364.35744256497;1.0;895351.4640000002;230364.35744256497;664987.1065574351;3.886675325731462;90840.444688513;1604400;-595145.2331472419;2.3588413756373217;19.0
85;306;137.70000000000002;204.91963200000004;645629.5786925992;2.0;204919.63200000004;204919.63200000004;0.0;0.3173950493640062;51229.90800000001;367200;201974.10556188505;12.775490981093062;8.0
86;798;359.1;534.3982560000001;411128.3467259371;2.0;534398.256;411128.3467259371;123269.90927406296;1.299833154915577;108945.58214518742;957600;252806.31719279915;9.870841363477833;10.0
